hs12629 ENSG00000138083
hs18459 ENSG00000188576
hs15729 ENSG00000136514
hs15728 ENSG00000197489
hs15721 ENSG00000182281
hs15720 ENSG00000189001
hs15723 DIP:299N ENSG00000128245 DIP:27566N
hs15722 ENSG00000183637
hs15725 ENSG00000174744 DIP:24250N NP_056214.1
hs15724 ENSG00000166913 DIP:743N
hs15727 ENSG00000164897
hs15726 ENSG00000172116 ENSG00000169664
hs13763 ENSG00000189186
hs13762 ENSG00000179215
hs13761 ENSG00000196266
hs13760 ENSG00000137074
hs13767 ENSG00000187789 ENSG00000186063 ENSG00000184521
hs13766 ENSG00000117395
hs13765 ENSG00000182634
hs13764 ENSG00000196448
hs13769 ENSG00000171107
hs13768 ENSG00000065809
hs1228 ENSG00000162105
hs1229 ENSG00000131504
hs1222 ENSG00000198910 NP_000416.1
hs1223 ENSG00000074047
hs1220 DIP:463N ENSG00000032219
hs1221 ENSG00000133124
hs1226 ENSG00000145725
hs1227 ENSG00000132326
hs1224 ENSG00000111670
hs1225 ENSG00000141736 DIP:8N
hs13187 ENSG00000181837
hs13186 ENSG00000173525
hs13185 ENSG00000005001
hs13184 ENSG00000179965
hs13183 AAH01127.1 ENSG00000089157 ENSG00000175340
hs13182 ENSG00000172381
hs13181 ENSG00000143226
hs13180 ENSG00000188249
hs13189 ENSG00000025423
hs13188 ENSG00000144039
hs8229 ENSG00000180353
hs8228 NP_078913.2 ENSG00000197093
hs8225 ENSG00000066027 DIP:459N
hs4765 NP_003196.1
hs8227 ENSG00000100266
hs4767 ENSG00000020256
hs8221 ENSG00000168792
hs8220 ENSG00000174915
hs8223 ENSG00000138386
hs8222 ENSG00000107789
hs5419 ENSG00000151229
hs5418 ENSG00000162594
hs5415 ENSG00000147144
hs5414 ENSG00000102024
hs5417 ENSG00000117643
hs5416 ENSG00000136866
hs5411 ENSG00000138738
hs5410 ENSG00000184408
hs5413 ENSG00000196267
hs5412 ENSG00000121060
hs6991 BAA91947.1 ENSG00000095485
hs8210 ENSG00000196639
hs6993 ENSG00000103522
hs6992 ENSG00000117222
hs6995 ENSG00000101298
hs6994 ENSG00000163071
hs6997 ENSG00000005238
hs6996 ENSG00000159882
hs6999 ENSG00000188321
hs6998 ENSG00000197480
hs8212 ENSG00000011590
hs4770 ENSG00000137843
hs8214 ENSG00000139178
hs8215 ENSG00000187776
hs4775 ENSG00000073712
hs8217 ENSG00000164180
hs11377 BAB14293.1
hs3817 ENSG00000163788
hs3816 DIP:351N ENSG00000197635
hs3815 DIP:226N
hs3814 AAH32446.1
hs3813 ENSG00000183833
hs3812 ENSG00000166348
hs3811 ENSG00000158163
hs3810 ENSG00000183627
hs3819 ENSG00000132535
hs3818 ENSG00000183798
hs11859 ENSG00000126790
hs11858 ENSG00000015676
hs11853 ENSG00000074410
hs11852 ENSG00000109771
hs11851 ENSG00000125816
hs11850 ENSG00000103241
hs11857 ENSG00000049541
hs11856 ENSG00000065135
hs11855 ENSG00000076770
hs11854 ENSG00000198841
hs6335 ENSG00000122547
hs6334 ENSG00000161956
hs6337 ENSG00000185654
hs6336 ENSG00000075240
hs6331 ENSG00000142677
hs6330 ENSG00000144868
hs6333 ENSG00000129292
hs6332 ENSG00000128331
hs6339 ENSG00000135409
hs6338 ENSG00000158161
hs11379 ENSG00000164756
hs12550 ENSG00000117682
hs4405 ENSG00000157625
hs4404 ENSG00000196496
hs4407 ENSG00000166439
hs4406 ENSG00000089351
hs4401 ENSG00000105650
hs4400 ENSG00000196868
hs4403 ENSG00000136014
hs968 ENSG00000185008
hs967 ENSG00000101004 NP_079452.2
hs966 ENSG00000107581
hs965 ENSG00000121270
hs964 ENSG00000171105 DIP:480N DIP:6025N
hs4409 ENSG00000186001
hs4408 ENSG00000154447
hs961 ENSG00000108797
hs960 ENSG00000142661
hs11732 ENSG00000186712
hs11733 ENSG00000133142
hs11730 ENSG00000198356
hs11731 ENSG00000170464
hs11736 ENSG00000172986
hs11737 ENSG00000119383
hs11734 ENSG00000160766
hs11735 ENSG00000183943
hs18616 ENSG00000196368 ENSG00000122824
hs10468 ENSG00000169953 ENSG00000172468
hs18069 ENSG00000015153
hs18068 ENSG00000183678 ENSG00000184033
hs18065 NP_006482.1
hs18064 ENSG00000186007
hs18067 ENSG00000125741
hs18066 ENSG00000183574
hs18061 ENSG00000185570
hs18060 ENSG00000148908
hs18063 ENSG00000143248
hs18062 ENSG00000120805
hs198 ENSG00000107331
hs199 ENSG00000083097
hs196 ENSG00000131711
hs197 ENSG00000168016
hs194 Q13813
hs195 ENSG00000134250
hs192 ENSG00000197694
hs193 ENSG00000080345
hs190 XP_353545.1
hs191 ENSG00000010818
hs19912 ENSG00000160932
hs19913 ENSG00000162947
hs19910 ENSG00000179760
hs19911 ENSG00000177369
hs19916 ENSG00000184076
hs19917 ENSG00000178045
hs19914 ENSG00000196949
hs19915 ENSG00000179384
hs19918 ENSG00000198673
hs19919 NP_057144.1 ENSG00000108590
hs20499 ENSG00000178722
hs20498 ENSG00000196830
hs20493 ENSG00000198008
hs20492 ENSG00000184029
hs20491 ENSG00000105887
hs20490 ENSG00000198083
hs20497 ENSG00000176243
hs20496 ENSG00000169612
hs20495 ENSG00000136888 NP_004879.1
hs20494 ENSG00000178162 ENSG00000180178 ENSG00000178206
hs20725 ENSG00000183938
hs20724 ENSG00000198747
hs20727 ENSG00000164652
hs20726 ENSG00000198050
hs20721 ENSG00000122156
hs20720 ENSG00000196582
hs20723 ENSG00000185806
hs20722 ENSG00000154582
hs20729 ENSG00000185751 ENSG00000155622
hs20728 ENSG00000163515
hs5271 ENSG00000164663
hs13274 ENSG00000197023
hs13277 ENSG00000182919
hs5272 ENSG00000169344
hs13271 ENSG00000184478
hs13270 ENSG00000182783
hs5277 ENSG00000014914
hs13272 ENSG00000176798
hs5279 ENSG00000096093
hs5278 ENSG00000162654
hs13279 ENSG00000168993
hs13278 ENSG00000180090
hs12658 ENSG00000169733
hs12659 ENSG00000162739
hs12650 ENSG00000162367
hs12651 ENSG00000172659
hs12652 ENSG00000090273
hs12653 ENSG00000111224
hs12654 ENSG00000162482
hs12655 ENSG00000173376
hs12656 ENSG00000159674
hs12657 ENSG00000119242 NP_079416.1
hs21454 P07108
hs21455 DIP:6151N ENSG00000143742
hs21456 ENSG00000196551
hs21457 ENSG00000172912
hs7808 ENSG00000187690
hs7809 ENSG00000160882
hs21452 ENSG00000181425
hs21453 NP_005962.1
hs7804 ENSG00000184710
hs7805 ENSG00000133460
hs7806 ENSG00000160868
hs7807 ENSG00000134897
hs21458 ENSG00000168967
hs7801 ENSG00000124678
hs7802 ENSG00000137869
hs7803 ENSG00000101280
hs15028 ENSG00000148303 NP_000963.1 ENSG00000176724
hs15029 ENSG00000155008
hs15022 ENSG00000134146
hs15023 ENSG00000196590
hs15020 ENSG00000186620
hs15021 ENSG00000078124
hs15026 ENSG00000071203
hs15027 ENSG00000176093
hs15024 ENSG00000137673
hs15025 ENSG00000131126
hs11307 ENSG00000165102
hs11306 ENSG00000099284
hs11305 ENSG00000117411
hs11304 ENSG00000154781
hs11303 ENSG00000006555
hs11302 ENSG00000116329
hs11301 ENSG00000066427
hs11300 ENSG00000130429
hs11309 ENSG00000115641
hs11308 ENSG00000182994
hs10652 ENSG00000187566
hs10653 ENSG00000196131
hs10650 ENSG00000010539
hs10651 ENSG00000143578
hs10656 ENSG00000168906
hs10657 NP_004306.1
hs10654 ENSG00000069966
hs10655 ENSG00000102738 NP_005821.1
hs10658 ENSG00000172704
hs10659 ENSG00000100055
hs1929 ENSG00000060709
hs1928 ENSG00000140943
hs15688 DIP:27600N ENSG00000170027
hs15689 ENSG00000121335
hs15686 DIP:562N
hs15687 DIP:5719N
hs15684 AAH14892.1
hs1926 ENSG00000101115
hs1921 ENSG00000006607
hs15683 ENSG00000134330
hs15680 ENSG00000134042
hs1922 ENSG00000102038
hs7378 ENSG00000157613
hs7379 NP_059344.1
hs3699 ENSG00000028203
hs3698 AAH24157.1 ENSG00000105559
hs3695 ENSG00000147124
hs3694 ENSG00000164347
hs3697 ENSG00000102710
hs3696 ENSG00000108406
hs3691 ENSG00000181626
hs3690 AAH08964.1
hs3693 ENSG00000174428
hs3692 ENSG00000086827
hs14379 ENSG00000124203
hs14378 ENSG00000131721
hs14371 ENSG00000111450
hs14370 ENSG00000168939
hs14373 ENSG00000171099
hs14372 ENSG00000163382 NP_658985.1
hs14375 NP_004584.1 ENSG00000136527
hs14374 ENSG00000177876
hs14377 ENSG00000128250
hs14376 ENSG00000128253
hs15978 ENSG00000149497
hs15979 ENSG00000185421
hs15970 ENSG00000171357
hs15971 ENSG00000115468
hs15972 ENSG00000100911
hs15973 ENSG00000136327
hs15974 ENSG00000177514
hs15975 ENSG00000041988
hs15976 ENSG00000196912
hs15977 ENSG00000129521
hs14083 ENSG00000128311
hs14082 ENSG00000147687
hs14081 ENSG00000150636
hs14080 ENSG00000103496
hs14087 ENSG00000136463
hs14086 ENSG00000187741
hs14085 ENSG00000163132
hs14084 ENSG00000128309 DIP:613N
hs14089 ENSG00000130176
hs14088 ENSG00000122696
hs1697 ENSG00000120278
hs1696 ENSG00000133121
hs1695 ENSG00000157927
hs1694 ENSG00000080031
hs1693 ENSG00000112701
hs1692 NP_056053.1 ENSG00000113645
hs1691 ENSG00000053524
hs1690 ENSG00000144857
hs13680 ENSG00000117016
hs13681 ENSG00000196341
hs13682 ENSG00000184394
hs13683 ENSG00000166368
hs13684 DIP:787N ENSG00000111358
hs13685 ENSG00000187975
hs1699 ENSG00000106479
hs1698 ENSG00000152270
hs13532 ENSG00000167359
hs13533 ENSG00000176495
hs13530 ENSG00000155249
hs13531 ENSG00000161911
hs5338 ENSG00000104998
hs5339 ENSG00000124615
hs13534 ENSG00000171459
hs13535 ENSG00000173616
hs5334 ENSG00000112419
hs5335 ENSG00000029153
hs5336 ENSG00000197863
hs5337 ENSG00000167433
hs5330 ENSG00000131242
hs5331 DIP:24202N
hs5332 ENSG00000011083
hs5333 ENSG00000196943
hs5590 ENSG00000144535 NP_689596.2
hs5591 ENSG00000188810
hs5592 ENSG00000198682
hs5593 ENSG00000137656
hs5594 ENSG00000081665
hs5595 ENSG00000168010
hs5596 ENSG00000148737
hs5597 ENSG00000180035
hs5598 ENSG00000130076
hs5599 ENSG00000090932
hs2649 ENSG00000092529
hs2648 ENSG00000139324
hs2645 ENSG00000016490
hs2644 ENSG00000160271
hs2647 ENSG00000149503
hs2646 ENSG00000146828
hs2641 ENSG00000136878
hs2640 ENSG00000138709
hs2643 ENSG00000142528
hs2642 ENSG00000119772
hs3998 ENSG00000170835
hs3999 BAA91785.1 ENSG00000105875
hs3992 ENSG00000117859
hs3993 ENSG00000154118
hs3990 ENSG00000012171
hs3991 ENSG00000138639
hs3996 ENSG00000110619
hs3997 ENSG00000070748
hs3994 BAC11221.1 ENSG00000123485
hs3995 ENSG00000150361
hs6814 ENSG00000105270
hs6815 ENSG00000134014
hs6816 ENSG00000106415
hs6817 ENSG00000135697
hs6810 ENSG00000184073
hs6811 ENSG00000137221
hs6812 ENSG00000103111
hs6813 ENSG00000147256
hs6818 ENSG00000163393
hs6819 ENSG00000139209
hs2896 ENSG00000132669
hs6009 ENSG00000174442
hs6008 ENSG00000173638
hs2584 ENSG00000197121
hs6001 ENSG00000125966
hs6000 ENSG00000167418
hs7758 ENSG00000111816
hs7759 ENSG00000023843
hs3239 ENSG00000196950
hs3238 ENSG00000103091
hs14733 ENSG00000037897
hs3233 ENSG00000188779
hs8499 ENSG00000198876
hs3232 ENSG00000119927
hs14735 ENSG00000183597
hs7752 ENSG00000163072
hs4138 ENSG00000110811
hs3274 ENSG00000055163
hs7753 ENSG00000170190
hs7754 ENSG00000135903
hs7755 ENSG00000116005
hs4135 BAA92038.1 ENSG00000197150
hs7756 ENSG00000124814
hs14738 ENSG00000181215
hs7757 ENSG00000164823
hs4137 ENSG00000128585
hs8491 ENSG00000007237
hs4131 ENSG00000096384
hs4130 CAD38547.1 ENSG00000179837
hs14612 ENSG00000125869
hs4133 ENSG00000004975
hs14613 ENSG00000092208
hs4132 ENSG00000115421
hs14610 ENSG00000117118
hs14611 ENSG00000163075
hs14616 ENSG00000168556
hs19221 ENSG00000177822
hs14614 NP_003453.2 ENSG00000163879
hs14615 ENSG00000139921
hs16153 ENSG00000117899
hs16152 ENSG00000172108
hs16151 ENSG00000145467
hs16150 ENSG00000130235
hs16157 ENSG00000115226
hs16156 ENSG00000008517
hs16155 ENSG00000183723
hs16154 ENSG00000010270
hs16159 ENSG00000153885
hs16158 ENSG00000145050
hs18649 ENSG00000112081
hs18648 ENSG00000197173
hs18645 NP_036455.1 ENSG00000185022
hs18644 ENSG00000175279
hs18647 ENSG00000181428
hs18646 ENSG00000161652
hs18641 ENSG00000186060
hs18640 ENSG00000119865
hs18643 ENSG00000166104
hs18642 ENSG00000182459
hs17389 ENSG00000179406
hs17388 ENSG00000187492
hs19811 ENSG00000101448
hs10410 ENSG00000197128
hs10411 ENSG00000164300
hs10412 NP_000305.1 ENSG00000147974 ENSG00000171862
hs10413 ENSG00000130561
hs10414 AAH02509.1 ENSG00000040633
hs10415 ENSG00000166707
hs10416 ENSG00000164379
hs10417 ENSG00000188647
hs10418 ENSG00000178573
hs10419 ENSG00000162825
hs17383 ENSG00000117450 NP_002565.1
hs17382 ENSG00000178718
hs17385 ENSG00000164008
hs17384 ENSG00000172268
hs21069 ENSG00000184767
hs21068 ENSG00000198484
hs21065 ENSG00000196719
hs21064 ENSG00000196713
hs21067 ENSG00000196127
hs17386 ENSG00000165023
hs21061 DIP:6113N
hs21060 ENSG00000143556
hs21063 ENSG00000198711
hs21062 NP_003752.2 ENSG00000118640
hs19273 ENSG00000161280 ENSG00000197458
hs19272 ENSG00000078967
hs19271 ENSG00000198907
hs19270 ENSG00000172283 ENSG00000169789 ENSG00000169763 ENSG00000169807
hs19277 ENSG00000173728
hs19276 ENSG00000183302
hs19275 ENSG00000198406
hs19274 ENSG00000184874
hs19279 ENSG00000178287
hs19278 ENSG00000173457
hs20912 ENSG00000182426
hs20913 DIP:6129N ENSG00000136810
hs20910 ENSG00000149948
hs20911 ENSG00000179378
hs20916 ENSG00000185594
hs20917 ENSG00000161047
hs20914 ENSG00000189236
hs20915 ENSG00000163410
hs20918 ENSG00000163191
hs20919 ENSG00000181571
hs19897 ENSG00000187480
hs19896 ENSG00000198800
hs19895 ENSG00000100079
hs19894 ENSG00000147588
hs19893 ENSG00000118050
hs19892 ENSG00000128989
hs19891 ENSG00000183590
hs19890 ENSG00000198574
hs19899 ENSG00000159723
hs19898 ENSG00000184753
hs16975 ENSG00000165060
hs16974 ENSG00000126890
hs16977 ENSG00000168952
hs16976 ENSG00000189375
hs16971 ENSG00000166452
hs16970 ENSG00000129991
hs16973 ENSG00000135643
hs16972 ENSG00000178690
hs16979 ENSG00000114779
hs16978 ENSG00000131148
hs13330 ENSG00000147381
hs13331 ENSG00000111339
hs13332 ENSG00000168286
hs13333 ENSG00000103381
hs13334 ENSG00000154274
hs13335 ENSG00000186136 ENSG00000188435
hs13336 ENSG00000183569
hs13337 ENSG00000124091
hs13338 ENSG00000181518
hs13339 ENSG00000198281
hs21898 ENSG00000182912
hs5868 ENSG00000100281
hs5869 ENSG00000157103
hs13808 ENSG00000163687
hs13809 ENSG00000180494
hs5860 ENSG00000070526
hs5861 ENSG00000115607 DIP:6012N
hs5862 ENSG00000088876
hs5863 ENSG00000198569
hs5864 ENSG00000126733
hs5865 ENSG00000125817
hs5866 ENSG00000197016
hs5867 ENSG00000079557
hs17369 ENSG00000109047
hs17368 ENSG00000177310
hs17363 ENSG00000187870
hs17362 ENSG00000182393
hs17361 ENSG00000174121
hs17360 ENSG00000119185
hs17367 ENSG00000090238
hs17366 ENSG00000184180
hs17365 ENSG00000196252
hs17364 ENSG00000185041
hs11408 DIP:5891N ENSG00000186810
hs11409 ENSG00000142413
hs11400 ENSG00000196988
hs11401 ENSG00000144331
hs11402 ENSG00000105393
hs11403 ENSG00000188197
hs11404 ENSG00000180616
hs11405 ENSG00000119608
hs11406 CAA72332.1
hs11407 DIP:504N ENSG00000023608
hs10109 ENSG00000158019
hs10103 ENSG00000134255
hs10757 ENSG00000151704
hs10756 ENSG00000173394
hs10755 ENSG00000107614 NP_004403.1
hs10754 ENSG00000145723
hs10753 ENSG00000165895
hs10752 ENSG00000151575
hs10751 ENSG00000187109 NP_004528.1
hs10750 ENSG00000134245
hs18359 ENSG00000177143
hs10759 ENSG00000156363
hs10758 ENSG00000197641
hs2843 ENSG00000106443
hs2842 ENSG00000174502
hs2841 ENSG00000159733
hs2840 ENSG00000102786
hs2847 ENSG00000084693
hs2846 ENSG00000174837
hs2845 ENSG00000065989
hs2844 ENSG00000122507
hs6748 ENSG00000170454
hs6749 ENSG00000172940
hs2849 ENSG00000166887
hs2848 ENSG00000119041
hs18352 ENSG00000181800
hs18355 ENSG00000122339 ENSG00000189018
hs15559 ENSG00000104915
hs3710 ENSG00000113580 DIP:576N
hs3711 ENSG00000138376 DIP:5972N DIP:24200N
hs3712 ENSG00000068885
hs3713 ENSG00000005381
hs3714 ENSG00000056687 NP_004752.1
hs3715 ENSG00000183808
hs3716 ENSG00000166917
hs3717 ENSG00000100359
hs3718 ENSG00000185359
hs3719 ENSG00000153993
hs5257 ENSG00000196458
hs1718 ENSG00000120071
hs1719 ENSG00000139641
hs1712 ENSG00000047346
hs1713 DIP:558N ENSG00000113721
hs1710 ENSG00000183960
hs1711 P28340 ENSG00000062822
hs1716 ENSG00000111087
hs1717 ENSG00000173473 DIP:27545N
hs1714 ENSG00000186871
hs1715 ENSG00000129116
hs5774 ENSG00000140090
hs5775 ENSG00000171595
hs5776 ENSG00000099769
hs14128 ENSG00000147160
hs14129 ENSG00000197977
hs5777 ENSG00000170613
hs14120 ENSG00000136918
hs14121 ENSG00000107872
hs14122 ENSG00000100094
hs14123 ENSG00000183048
hs14124 ENSG00000137413
hs14125 ENSG00000106605
hs14126 ENSG00000144560
hs14127 ENSG00000112530
hs5772 ENSG00000196525
hs5773 ENSG00000036672
hs7131 ENSG00000006712
hs8539 ENSG00000138767
hs8538 ENSG00000108604
hs8535 ENSG00000132109
hs4295 ENSG00000198608
hs8537 ENSG00000120952
hs4297 ENSG00000162198
hs4290 ENSG00000189190
hs8530 ENSG00000113327
hs8533 ENSG00000013561 DIP:5930N
hs4293 ENSG00000139985
hs13477 ENSG00000185040
hs13476 ENSG00000196099
hs13475 ENSG00000198128 ENSG00000196936
hs13474 ENSG00000146676
hs13473 ENSG00000134265
hs13472 ENSG00000171505
hs13471 ENSG00000182880
hs13470 ENSG00000160209
hs13479 ENSG00000181767
hs13478 ENSG00000197403
hs4870 ENSG00000177485
hs4871 ENSG00000142330
hs4872 NP_631918.1 ENSG00000164535
hs4873 ENSG00000125772
hs4874 ENSG00000102362
hs4875 NP_003940.2 ENSG00000173805
hs4876 ENSG00000174780
hs4877 ENSG00000182898
hs4878 ENSG00000144036
hs4879 ENSG00000186275 ENSG00000168614
hs4430 ENSG00000066248 NP_062824.1
hs2438 ENSG00000061936
hs2439 ENSG00000197991
hs7137 ENSG00000146731
hs979 ENSG00000177359
hs2432 ENSG00000120685
hs2433 ENSG00000197859
hs2430 ENSG00000159256
hs2431 ENSG00000196208
hs2436 ENSG00000136449
hs2437 ENSG00000143164
hs2434 ENSG00000132024
hs2435 ENSG00000134987
hs9374 ENSG00000167778
hs9375 ENSG00000082213
hs9376 ENSG00000113851
hs9377 ENSG00000162576
hs9370 ENSG00000187527
hs9371 ENSG00000136444
hs9372 ENSG00000136574
hs9373 ENSG00000164303
hs9378 ENSG00000177294
hs9379 ENSG00000078246
hs970 ENSG00000108582
hs971 ENSG00000107518
hs17510 ENSG00000101003
hs14766 NP_116558.1 ENSG00000102978
hs14767 ENSG00000111652 AAF04307.1
hs3671 ENSG00000149474
hs22305 ENSG00000196882
hs22304 ENSG00000180872
hs22307 ENSG00000197719
hs22306 ENSG00000197285
hs22301 ENSG00000197718
hs22300 ENSG00000176534
hs22303 ENSG00000197383
hs22302 ENSG00000197675
hs17518 ENSG00000167565
hs22309 ENSG00000180645
hs22308 ENSG00000197493
hs21649 ENSG00000198930
hs21648 ENSG00000189238
hs21645 ENSG00000183419
hs21644 ENSG00000186299
hs21647 ENSG00000198424
hs21646 ENSG00000183499
hs21641 ENSG00000188075
hs21640 ENSG00000136728 ENSG00000173280
hs21643 ENSG00000134133
hs21642 ENSG00000178947 ENSG00000196972
hs14769 ENSG00000125850
hs17169 ENSG00000117410
hs17168 ENSG00000108294
hs17161 ENSG00000157916
hs17160 ENSG00000171928
hs17163 ENSG00000127554
hs17162 ENSG00000177843
hs17165 ENSG00000131044
hs17164 ENSG00000164187
hs17167 ENSG00000125901 NP_110438.1
hs17166 ENSG00000167842
hs16698 ENSG00000183909
hs16699 ENSG00000087088
hs19411 ENSG00000188297
hs19410 ENSG00000189110 ENSG00000197191
hs19417 ENSG00000185853
hs19416 ENSG00000146955
hs19415 ENSG00000197331
hs19414 ENSG00000198702
hs16690 ENSG00000121851
hs16691 ENSG00000178982
hs19419 ENSG00000176966
hs16693 ENSG00000105711
hs16694 ENSG00000187301
hs16695 NP_116006.1 ENSG00000185236
hs16696 ENSG00000134201
hs16697 ENSG00000041353
hs11646 ENSG00000185324
hs11647 ENSG00000112062 NP_620581.1
hs11644 ENSG00000187936
hs11645 ENSG00000182149
hs11642 ENSG00000140511
hs11643 ENSG00000165887
hs11640 ENSG00000197829
hs11641 NP_005692.1 ENSG00000169371
hs11648 ENSG00000110104 NP_077003.1
hs11649 ENSG00000188760
hs10595 XP_354698.1
hs10594 ENSG00000170340
hs10597 ENSG00000125845 DIP:5792N
hs10596 DIP:291N NP_000073.1 ENSG00000049167
hs10591 ENSG00000108666
hs10590 ENSG00000164251
hs10593 ENSG00000187896
hs10592 ENSG00000108669
hs10599 ENSG00000154889
hs10598 ENSG00000162701
hs20273 ENSG00000198290
hs20272 ENSG00000198743
hs20271 ENSG00000109270
hs20270 ENSG00000185886
hs20277 ENSG00000197825
hs20276 ENSG00000186086 ENSG00000186351
hs20275 ENSG00000177042
hs20274 ENSG00000189172
hs20279 ENSG00000176363
hs20278 ENSG00000187114
hs673 ENSG00000138411
hs12122 ENSG00000198798
hs671 ENSG00000105613
hs670 ENSG00000181790
hs677 ENSG00000070601
hs676 ENSG00000083067
hs675 ENSG00000006071
hs12123 ENSG00000102207
hs679 ENSG00000186788
hs678 ENSG00000107554
hs12120 ENSG00000134058 DIP:5995N
hs16342 ENSG00000178125
hs16343 ENSG00000145685
hs16340 ENSG00000181915
hs12121 DIP:27587N ENSG00000171453
hs16346 ENSG00000186110
hs16347 ENSG00000134873
hs16344 ENSG00000122136
hs16345 ENSG00000182397
hs2308 ENSG00000091622
hs16348 ENSG00000184349
hs16349 ENSG00000182224
hs2309 ENSG00000072786
hs12124 ENSG00000126251 ENSG00000185897
hs12125 ENSG00000106483
hs12128 ENSG00000180289
hs12129 ENSG00000123297
hs17338 ENSG00000176108
hs17339 ENSG00000048544
hs20897 ENSG00000133983
hs20896 ENSG00000102391 ENSG00000165502
hs20895 ENSG00000182663
hs20894 ENSG00000187066
hs20893 ENSG00000175250
hs20892 ENSG00000167644
hs20891 ENSG00000184294
hs20890 ENSG00000175202
hs20899 ENSG00000101080
hs20898 ENSG00000090263
hs7056 ENSG00000170677
hs1558 ENSG00000102531
hs1559 ENSG00000007402
hs1550 ENSG00000065000
hs1551 ENSG00000162434 DIP:133N
hs1552 ENSG00000165650
hs1553 ENSG00000155719
hs1554 ENSG00000007171
hs1555 DIP:206N
hs1556 ENSG00000188827
hs1557 ENSG00000169896
hs17909 ENSG00000185358
hs17908 ENSG00000178490
hs17903 ENSG00000146859
hs17902 ENSG00000124733
hs17901 ENSG00000128581
hs17900 ENSG00000181164
hs17907 ENSG00000198012
hs17906 ENSG00000176679
hs17905 ENSG00000183443
hs17904 ENSG00000182376
hs14450 ENSG00000198449
hs14451 ENSG00000132763
hs14452 ENSG00000171695
hs14453 ENSG00000132953
hs14454 ENSG00000122432
hs14455 AAL57350.1
hs14456 NP_036323.1
hs14457 ENSG00000102524 DIP:6225N
hs14458 ENSG00000198791
hs14459 ENSG00000113845
hs12858 ENSG00000101265
hs12859 ENSG00000197038
hs12852 ENSG00000185888
hs12853 ENSG00000139990
hs12850 ENSG00000185233
hs12851 ENSG00000163002
hs12856 ENSG00000128016
hs12857 ENSG00000184497
hs12854 ENSG00000101413
hs12855 ENSG00000160570
hs13109 ENSG00000073737
hs13108 ENSG00000197470 ENSG00000196898
hs13107 ENSG00000186790
hs13106 ENSG00000189258
hs13105 ENSG00000175856
hs13104 ENSG00000196242
hs13103 ENSG00000188838
hs13102 ENSG00000185753
hs13101 ENSG00000186881
hs13100 ENSG00000151413
hs9172 ENSG00000132434
hs9173 ENSG00000129749
hs9170 ENSG00000137265
hs9171 CAD98028.1
hs9176 ENSG00000103429
hs9177 ENSG00000103653
hs9174 ENSG00000188127
hs9175 ENSG00000083838
hs9178 ENSG00000167614
hs9179 ENSG00000198839
hs2142 ENSG00000165821
hs2143 ENSG00000154133
hs2140 ENSG00000169258
hs2141 ENSG00000152208
hs2146 ENSG00000179588
hs2147 ENSG00000176658
hs2144 Q13523 ENSG00000112739
hs2145 ENSG00000081842
hs2148 ENSG00000185133
hs2149 ENSG00000151693
hs9820 ENSG00000090097
hs9821 ENSG00000124302
hs9822 ENSG00000101850
hs9823 ENSG00000158792
hs9824 ENSG00000107742
hs9825 ENSG00000175302 ENSG00000198025
hs9826 ENSG00000159792
hs9827 NP_006454.1 ENSG00000124356
hs9828 ENSG00000158246
hs9829 ENSG00000144306
