ce6621 T07D1.2
ce14204 DIP:26961N T03F6.1
ce3189 T24E12.10
ce14205 DIP:26967N F39H11.5
ce16276 DIP:25017N F28C10.1
ce14206 Y57G11C.21
ce13125 F43G9.11 DIP:25975N
ce14796 T24C2.2
ce14797 C08A9.1
ce14794 T15B7.2
ce14795 C08B6.6
ce14792 R08E5.1
ce14793 Y38H6A.1
ce14790 E01A2.6
ce13381 F27C1.3
ce14200 H10E21.4 DIP:25687N
ce13830 M04C9.1
ce14798 F46A8.5
ce14799 DIP:25648N F15E11.15
ce17223 C08E3.11
ce17222 T03F1.12
ce17221 T14G10.3
ce13831 C33H5.6
ce17227 ZK154.6
ce17226 F52F12.5
ce17225 C16C2.1
ce17224 C52B9.11
ce13836 C47F8.4
ce17229 F32E10.9
ce17228 F28C6.10
ce13837 C12D5.11
ce15845 Y43F11A.4 Y43F11A.1
ce15844 F07G6.7
ce15847 F41E6.7
ce15846 Y25C1A.6
ce15841 C54F6.5
ce15840 M110.3
ce15843 F37A4.2
ce15842 Y48E1B.9
ce3656 F07A5.3
ce13835 F35E8.9
ce15849 F54F7.3
ce15848 F46F6.4
ce8738 DIP:27099N T07H6.3
ce8739 Y41D4B.7
ce7179 F07E5.9
ce7178 Y113G7A.11
ce19134 C50F2.9
ce8730 W03D8.2
ce8731 W06H8.7
ce8732 F32H2.11
ce8733 T23D5.10
ce8734 T19C4.5
ce8735 DIP:24426N
ce8736 DIP:25523N F42G10.2
ce8737 DIP:26586N C18A3.2
ce12439 C03A7.6
ce2856 DIP:26290N C02F12.4
ce16201 C17C3.13 C17C3.2
ce5495 Y7A5A.4
ce229 T27B1.1
ce10198 F42H10.3
ce17192 E02H9.1
ce1882 B0393.4
ce10199 F52C12.3
ce8814 F26B1.7
ce5498 C50E3.5
ce2852 F18A12.7
ce5499 M05B5.6
ce2850 F15H10.7
ce7789 T27B7.4
ce17111 F48F5.2
ce4223 Y39G10AR.17
ce18567 C50F4.9
ce12430 F36F2.2
ce12433 K11H12.5
ce12407 R09E12.2
ce12432 K07F5.11
ce7533 Y38F2AR.7
ce12435 Y62E10A.13
ce18549 Y51H4A.26
ce17114 M01B12.3
ce15329 K07A1.14
ce18548 T10D4.13
ce8816 R08B4.2
ce14780 C14A6.6
ce12436 C03A3.3
ce7703 Y116A8C.9
ce18020 T13F2.2
ce3850 R11G10.2
ce18022 CD4.1
ce18023 Y65B4A.4
ce18024 F26F4.13
ce18025 K05F6.8
ce18026 F54D12.2
ce3851 F41H10.4 DIP:24451N
ce18028 F21D12.2
ce18029 C04B4.6
ce3852 ZK652.6 DIP:24855N
ce2677 ZK154.7
ce2676 C17H1.4
ce2675 DIP:25431N C42D8.8
ce3853 DIP:25729N F38B2.1
ce2673 F56F3.2
ce2672 F47H4.2
ce2671 Y76A2B.3
ce2670 F42G9.5
ce10235 C45B11.4
ce10234 W02H5.6
ce10237 F58G4.6
ce10236 W05E7.2
ce10231 Y51B9A.4
ce18541 Y54G2A.19
ce10233 ZK546.13
ce10232 M02H5.9
ce17911 R08A2.7
ce5026 E01A2.4
ce5025 F25H9.5
ce18540 B0410.1
ce11548 C09G12.16
ce11549 E03H4.13
ce5021 C55C3.3
ce5020 Y38F2AR.12
ce11544 Y73B3A.5
ce11545 T25D3.2
ce11546 F38E1.3
ce11547 Y7A9C.8
ce11540 ZK354.9
ce11541 F10A3.2
ce11542 F16C3.2
ce11543 F54D10.3
ce7794 F27D4.4
ce3858 T07G12.11
ce3504 Y34B4A.8
ce3505 Y47G6A.28
ce3502 ZK1248.13
ce3503 F35H12.4
ce5730 B0432.7
ce3859 ZK682.5
ce13248 F59B1.4
ce7451 F49A5.5
ce7539 W10C8.5
ce3508 C33D9.8
ce3509 T04D3.2
ce18798 C10G8.4
ce18799 T12D8.10
ce18792 W01C8.1
ce18793 C03E10.6
ce18790 C29G2.2
ce18791 Y47D3A.32
ce18796 T21E8.5
ce18797 Y4C6A.4
ce7793 H10D18.3
ce3671 F10C1.2
ce2905 DIP:26422N C27H6.3
ce2904 R160.7
ce2907 T05G5.9
ce2906 DIP:26860N C54G10.3
ce2901 K09E2.1
ce2900 C44B7.9
ce2903 Y48E1B.7
ce2902 F46F6.1
ce18654 F48F5.6
ce2459 C27A7.5
ce2458 K09E4.4
ce2909 F56B3.4
ce15622 JC8.5
ce3454 C04E12.4
ce1983 C49F5.6
ce241 C27F2.8 DIP:26360N
ce3327 F01G10.1 DIP:25606N
ce4240 B0462.1
ce7792 F23A7.6
ce3456 F02A9.4
ce17468 DIP:27299N B0336.10
ce3457 Y95B8A.7
ce5302 ZK1037.6
ce9805 K08D12.2
ce7536 Y102F5A.1
ce3323 Y54E10A.4
ce10491 F20E11.12
ce10490 F19B2.8
ce10493 F31F4.8
ce10492 F31F4.9
ce10495 T26H2.4
ce3452 K10B3.5
ce10497 C01B4.6
ce10496 ZK228.8
ce10499 C52B9.5
ce10498 Y4C6A.3
ce3453 Y73B6BL.19
ce14787 F38B6.2
ce2105 C41A3.2
ce2104 Y47D3A.22
ce7535 D1007.10
ce2107 T01B7.6
ce482 H08M01.2
ce2106 F46G10.5
ce2101 Y54F10BM.1
ce6124 R04B5.4 DIP:26561N
ce14786 B0304.2
ce10154 W07B8.4
ce4886 Y55D9A.2
ce4887 R144.5
ce12899 R08C7.12
ce12898 C16C4.11
ce4882 T19A5.5
ce4883 Y116F11B.11
ce4880 T05H4.7
ce4881 Y71F9AL.2
ce12893 B0238.10
ce12892 ZC455.11
ce12891 T04A8.12
ce8409 DIP:27330N ZK829.7
ce12897 Y38H6C.21
ce12896 Y48G8AL.13
ce4888 DIP:24525N F49E8.7
ce4889 DIP:24628N K12H4.7
ce15209 F49E11.10
ce15208 Y48E1B.10
ce4243 F25B5.5
ce15203 K08F4.11
ce15202 T01B7.3
ce15201 R11D1.4
ce15200 C41G7.1
ce15207 C01A2.4
ce15206 Y22F5A.3
ce15205 F54C8.5
ce15204 D1053.3
ce19519 C01B10.5
ce19518 C38C5.1
ce19513 C34H4.5
ce19512 R09B5.9
ce19511 B0563.8
ce19510 F25H8.7
ce19517 ZK816.3
ce19516 F15D4.6
ce19515 Y39A3CR.5
ce19514 T28H10.4
ce12093 C14A4.1
ce12092 T13C2.7
ce12091 Y71H9A.2
ce12090 C49A1.6
ce12097 F08F8.6
ce12096 ZK20.2
ce12095 R07E3.4
ce12094 C46F2.1
ce6838 F53C3.11
ce12099 C02A12.9
ce12098 R05D8.5
ce5994 C23H3.4
ce10820 ZK6.6
ce10821 T07C12.1
ce10822 K07B1.3
ce10823 F10A3.6
ce10824 F09C6.7
ce10825 C49D10.3
ce4088 C01B12.5
ce10827 H04J21.2
ce10828 T20B3.8
ce4087 C41G11.4
ce4084 DIP:25983N ZK678.5
ce4085 Y53C12A.3
ce4082 M01E5.3
ce4083 T06C10.3 DIP:24800N
ce4080 C02F4.2
ce4081 C52B9.4
ce13696 C29F5.2
ce17502 ZC416.1
ce1108 F56D12.4
ce1109 K07G5.1
ce8655 DIP:24282N C53C7.1
ce1100 F28H6.4
ce1101 F13B10.1
ce1102 ZC239.7
ce1103 F38E11.5
ce1104 F32A5.2
ce1105 F34D10.2
ce1106 ZC506.4
ce1107 F14D2.6
ce7538 M02F4.1
ce15678 R02E12.6
ce15679 DIP:24625N Y32H12A.4
ce19715 F07H5.13
ce15672 K01D12.10
ce15673 ZC477.7 T28H11.7
ce15670 B0361.9
ce15671 K08C7.4
ce15676 C32H11.6
ce15677 Y38C1AB.5
ce15674 F09B9.4
ce15675 M6.4
ce3711 F43E2.3
ce18914 M02F4.9
ce7276 T01C8.5
ce4248 Y47D3A.11
ce15907 W10G11.1
ce8183 DIP:26594N DY3.6
ce13854 F53B2.3
ce13855 C30E1.6
ce13856 Y38H6A.3
ce18801 Y82E9BR.10
ce13850 F30F8.5
ce13327 F40G12.4
ce13852 DIP:25651N C23G10.3
ce13853 Y46H3D.8
ce3806 T21G5.1
ce3882 R01E6.4
ce18808 R02D5.4
ce18809 F55E10.2
ce13858 ZK218.3
ce13859 Y57A10C.9
ce3885 F09B12.1
ce3884 K10G9.1
ce19145 K12H4.6
ce408 H20J04.2
ce7270 T20D3.7
ce3083 DIP:24566N F52D10.1
ce17447 F55F1.2
ce3081 C29A12.6
ce12924 F14D2.8
ce3087 C38C3.7
ce3086 T20D4.3
ce3085 M03B6.3 DIP:26911N
ce17446 Y51A2D.9
ce14991 Y23H5B.7
ce3089 R03H4.1
ce3088 C45G3.5
ce2627 K09E10.1
ce17445 T28B4.3
ce7556 C43G2.4
ce17444 F17E9.4
ce8207 DIP:24513N Y39B6A.12
ce17443 F40E3.3
ce6831 F14E5.3
ce12122 Y75B8A.10
ce16329 F55H2.1
ce6900 K07F5.14
ce6903 Y47G7B.2
ce6902 Y65B4BL.1
ce6905 Y73B6BL.25
ce6904 C14A6.2
ce6907 F36D3.2
ce6906 M01D7.4
ce6909 C56C10.6
ce6908 F59E11.11
ce16323 JC8.4
ce17440 W02D3.1
ce16325 F42A10.6
ce16324 C33G8.13
ce16327 F15B9.3
ce16326 F23F12.9
ce513 R155.2
ce512 C09H6.1
ce511 R03G5.3
ce510 T12F5.4
ce9104 Y102A5B.2
ce9105 C05E4.4
ce9106 C45H4.15
ce9107 C37H5.2
ce9108 M01D7.7
ce9109 R13D7.10
ce519 K02C4.3
ce518 T12C9.3
ce7230 Y47G6A.7
ce7231 E01B7.1
ce7232 K09F6.5
ce7233 C28D4.9
ce7234 R07B7.13
ce7235 R07B7.15
ce7236 Y39E4A.2
ce7237 F40A3.5
ce7238 K01B6.3
ce3266 F54D7.1
ce3265 Y54G11A.1
ce3264 C41D11.7
ce3263 ZC416.6
ce3262 C27A12.2 DIP:25195N
ce3261 K07A12.4
ce3260 F55A4.8
ce2068 ZK105.3
ce17449 T21C9.8
ce101 C45G7.5
ce12128 DIP:26079N
ce14671 F28H1.1 DIP:27163N
ce14670 F59E11.6
ce14673 F11D11.8
ce14672 DIP:27188N K07E1.1
ce14675 C16A3.2
ce14674 E03H12.9
ce14677 F40A3.3
ce14676 T20D3.5
ce14679 F43C1.5
ce7656 T14F9.2
ce7553 F31B9.1
ce16328 Y50D7A.5
ce2069 F13B9.5
ce8938 F36D1.2
ce6832 D1022.6
ce107 F15D4.7
ce10784 T04B8.2
ce6890 C08B6.5
ce7657 F21F8.4
ce7552 C34H4.3
ce17332 T20D3.6
ce8939 F54C8.4
ce17806 R148.2
ce12923 Y63D3A.9
ce6028 W02D7.2
ce12689 F08E10.2
ce12538 C35B8.1 DIP:25276N
ce12539 DIP:26921N T01B11.3
ce5908 T22F7.5 DIP:25309N
ce5909 DIP:25314N R11A8.2
ce12530 C18F10.4
ce12531 F30F8.9
ce12532 F56H11.4
ce12533 W03D8.5
ce12534 W03F11.5
ce12535 F46F5.4
ce12536 Y75B8A.21
ce12537 T07F12.4
ce10002 C02H6.2
ce15071 B0513.2
ce15072 K09E2.3
ce15073 F21C10.1
ce10006 C03G6.11
ce10007 F10G8.1
ce10004 R03G8.5
ce10005 T12B5.2
ce15078 T05A8.6
ce15079 B0416.3
ce10008 C27D8.4
ce10009 Y102A5C.15
ce4507 C25G6.3
ce4506 C09G9.4
ce4505 B0205.9
ce4504 Y38F2AR.4 Y54C5B.1 M116.3
ce14240 C55C2.4
ce14241 C08E3.2
ce14242 Y46E12A.3
ce14243 T13F2.8
ce14244 Y71G10AR.3
ce14245 T20H4.2
ce14246 F57B1.7
ce6018 Y62E10A.6
ce14248 F47D12.4
ce14249 Y82E9BL.2
ce6015 E03H4.5
ce6014 C56A3.6
ce6013 C33F10.4
ce6012 H11E01.2
ce6011 ZC410.2
ce6010 Y4C6B.4
ce19012 T26A5.9 DIP:25449N
ce15870 F43C1.3
ce7278 T24D5.5
ce14025 B0047.3
ce14156 T02G5.3
ce19010 JC8.11
ce31 C01B7.6
ce8216 C44C3.2
ce33 F15D3.1
ce32 K08C7.3 DIP:24542N
ce35 F54B3.1
ce34 F47A4.2
ce37 ZK112.7
ce36 ZC101.2
ce39 T08G11.1
ce38 B0207.5
ce774 F15B9.4
ce19017 W02D3.12
ce18176 F42A9.8
ce7279 T24D5.2
ce4915 C46A5.2
ce19014 K08E4.4
ce18177 F09F9.3
ce14023 F41G4.8
ce18174 F40F11.3
ce18658 ZC334.3
ce7455 T05A8.7
ce18175 T28C6.8
ce18172 Y47D7A.2
ce7559 T02G5.13
ce18173 C42C1.12
ce18170 C54G4.5
ce19548 F21H12.2
ce7822 R06A4.6
ce19549 F56C3.7
ce13667 ZK930.3
ce8700 DIP:27438N Y17G7B.14
ce13665 C03B1.4
ce13664 C18G1.5
ce13663 F58E1.2
ce13662 C17F3.3
ce13661 R02E4.2
ce13660 C06A12.3
ce9853 C15C8.5
ce12028 Y69A2AR.9
ce13669 C09C7.1
ce13668 C08F1.6
ce19184 Y39A3CR.4
ce19185 ZK470.4
ce19186 F26F12.6
ce19187 Y69A2AR.3
ce19180 C34D1.1
ce19181 W02D7.11
ce19182 H12D21.3 ZC412.8
ce19183 Y38F2AL.6
ce13143 C16C8.18
ce6021 F10C2.7
ce19188 K09H11.5
ce19189 Y119D3B.15 DIP:24478N
ce11751 Y73B6BL.6
ce11750 Y71F9AL.12
ce11753 ZK652.5
ce11752 F55E10.6
ce11755 T05F1.10
ce11754 R05D7.2
ce11757 Y38E10A.22
ce11208 T19C9.3
ce11759 M02B7.1
ce11758 T09E11.3
ce11205 Y43E12A.1
ce11204 T20H9.3
ce11203 Y47H9B.2
ce11202 Y37H2A.4
ce16521 Y75B8A.18
ce11200 F17A2.11
ce355 T01C4.1
ce354 Y38C9A.1
ce357 T24B8.7
ce356 C35C5.2
ce351 F18C5.3
ce350 T06D8.10
ce353 F59H6.5
ce352 C52E12.4
ce5272 C03A3.2
ce5273 Y47D3B.4
ce5270 T27A8.1
ce5271 M110.5
ce359 Y80D3A.2
ce358 Y111B2A.14
ce5274 ZK829.9
ce5275 T05G11.1
ce12958 R11G11.1
ce12959 B0563.4
ce18589 F53F1.4
ce18588 DIP:24491N W09H1.3
ce18587 B0222.10
ce12953 R151.4
ce12950 DIP:26420N E01A2.1
ce12951 F46A9.2 DIP:26955N
ce12956 K01D12.3
ce12957 F22G12.6
ce18581 M03B6.5
ce12955 F23B2.7
ce1593 DIP:27309N T08H4.1
ce1592 C38H2.1
ce1591 F21E9.5
ce1590 DIP:27499N
ce1597 DIP:27167N
ce1596 F40G9.9
ce19238 Y37D8A.8 DIP:25074N
ce8215 F34D6.1
ce19236 ZK84.7
ce19237 Y48G1BL.4 DIP:24960N
ce1599 F22G12.4
ce1598 K09D9.11
ce19232 F21C10.11
ce19233 ZC477.4
ce19230 K01H12.1
ce19231 M01D7.5
ce12619 C10E2.1
ce1446 R11G1.6
ce8936 T24A6.11
ce7893 H06H21.8
ce10387 T24A11.2
ce18133 ZK177.9
ce6892 DIP:24779N K11D2.3
ce14516 C44C10.8
ce8937 W05H5.6
ce11360 R08E3.2
ce1379 T21H8.1
ce11361 F32A6.5
ce1377 DIP:25407N W04D2.1
ce1376 Y82E9BR.18
ce1375 T14G8.3
ce1374 C24G6.3
ce1373 DY3.7
ce11362 Y113G7B.7
ce1371 Y40C7B.1
ce1370 M02G9.1
ce724 B0024.6
ce725 Y105E8A.24
ce726 R08B4.1
ce11363 C54F6.3
ce720 R155.3
ce721 T05F1.6
ce722 F37A4.4
ce723 K02B12.5
ce16404 C15A11.2
ce728 R05C11.3
ce729 DIP:24733N
ce13140 F28H1.4
ce16405 C08G9.1
ce7072 C25A8.5
ce18758 F45E4.8
ce17698 C31E10.7
ce17699 Y108G3AL.5
ce17696 C47B2.9
ce17697 T18D3.8
ce17694 T02C12.4
ce4405 ZC504.2
ce17692 F41B4.3
ce17693 C07D8.5
ce17690 F32E10.8
ce17691 F43G6.2
ce16408 F59F3.6
ce7071 H16D19.4
ce16409 Y97E10AL.3
ce7076 DIP:24390N T07D1.4
ce18754 C43D7.7
ce7077 T10H9.3 DIP:25036N
ce14806 T12G3.6
ce14807 C26B2.2
ce14804 C49D10.4
ce18755 Y55D5A.2
ce14802 DIP:26674N F13A7.11
ce14803 VW02B12L.4 DIP:27362N
ce14800 DIP:26461N
ce14801 R151.3 DIP:26565N
ce15969 C11D2.7
ce3715 T22D1.4
ce14808 C10A4.3
ce14809 F29A7.7
ce15966 DIP:24761N T22B3.3
ce15967 DIP:24979N T06G6.9
ce8214 K04H4.6
ce17348 F22E5.7
ce17349 M02B1.2
ce7079 D2013.2 DIP:26372N
ce7416 K08H2.9
ce2324 Y23H5B.6
ce17340 K08D8.1
ce17341 F36A4.8
ce17342 F40H3.3
ce17343 R05D3.12
ce17344 C18H7.9
ce6666 K03E6.7
ce17346 Y51A2D.11
ce17347 M110.9
ce4051 DIP:25971N
ce6667 M18.8
ce4050 F33D4.1
ce2321 F42H11.2
ce4053 T18H9.1
ce2320 Y46G5A.10
ce6025 C34G6.7 DIP:26020N
ce4052 Y47G6A.16
ce2323 T27F7.2
ce4055 F22F7.3
ce2322 Y57A10A.7
ce16929 Y74C10AL.2
ce10854 BE10.1
ce16928 DIP:26478N ZK970.3
ce12329 F28A10.5
ce12328 K09C6.4
ce17205 C25A8.2
ce17204 ZC204.1
ce17207 F55A4.7
ce17206 ZC262.4
ce17201 Y68A4B.1
ce17200 Y48G9A.2
ce12323 C45H4.9
ce12322 DIP:26739N K04F10.7
ce8752 Y46H3A.4
ce8753 D2092.4
ce8750 F53H4.2
ce8751 Y38H6C.11
ce8756 T09B9.5
ce8757 C09H10.9
ce8754 C06G8.3
ce8755 T10H4.2
ce6668 K11G9.3
ce8758 Y75B8A.28
ce2779 F10G2.7
ce3339 ZK1067.6
ce6669 Y53G8AL.2
ce16923 F46F6.3
ce16922 Y18D10A.4
ce5460 M01B2.1
ce7354 Y92H12BR.6
ce2774 C23H3.7
ce7411 D1046.2
ce13472 F16B12.2
ce2775 C36B1.9
ce18353 Y111B2A.13
ce2772 K05F6.4
ce18350 Y106G6H.3 DIP:25371N
ce2773 F58G11.5
ce13471 ZK1127.1
ce2770 M151.2
ce4548 W01F3.1
ce10678 Y47H10A.4
ce2771 K09E3.1
ce7412 F35G8.1
ce3868 C27H5.7
ce13477 T05A6.2
ce11172 C17F4.4
ce15873 C54G4.6
ce12386 F56A8.7 DIP:25166N
ce13475 Y49E10.22
ce15288 ZK1320.11
ce11984 K02D7.1
ce11985 C44C10.1 T10E10.6 DIP:24863N
ce11986 DIP:26231N T05A1.2
ce8213 R05G6.9
ce11980 T19C4.3
ce11981 R05A10.7
ce11982 F52C6.10
ce11983 Y20C6A.3
ce15025 F57H12.3
ce8670 C23H5.1
ce7413 T14C1.1
ce11988 DIP:27397N F35C8.5
ce11989 DIP:27451N Y59H11AM.3 Y59H11AM.2
ce13028 R107.5 DIP:26175N
ce13479 D1007.8
ce14217 W06D11.1
ce3696 K09C6.7
ce3697 W03F8.10
ce3694 F55B12.3 DIP:25517N
ce3695 DIP:26840N C41G7.2
ce3692 DIP:24488N K11G12.1
ce3693 DIP:25275N M01E11.6
ce3690 W05E10.4
ce3691 R10D12.8
ce14571 D2024.7
ce3698 F42G10.1
ce3699 ZK177.8
ce18008 F07F6.5
ce18009 F48C1.5
ce13058 B0207.11
ce13059 F40F9.9
ce13054 C31A11.10
ce13055 B0303.2
ce18000 M117.3
ce13057 F22A3.2
ce13050 C35A5.6
ce13051 Y116A8C.40
ce18004 C45G9.7 DIP:25189N
ce13053 Y54F10BM.12
ce2611 F37H8.2
ce2610 DIP:24602N K04G2.6
ce2613 F58E10.1
ce2612 F08D12.1
ce2615 C18G1.4 DIP:27151N
ce2614 DIP:25903N
ce2617 C29E6.1
ce2616 F35F10.10
ce2619 T10E9.4
ce2618 T12G3.1
ce5041 T19B10.1
ce5040 ZK381.2
ce17979 DIP:26016N C04H5.1
ce15609 T15B7.17
ce5045 F44B9.2
ce5044 Y39H10A.7
ce5047 F15C11.2 DIP:25146N
ce5046 Y18D10A.23
ce17973 B0035.4
ce1643 E02H4.4
ce17971 F11C1.1
ce17970 F46F11.5
ce17977 DIP:24933N T24E12.6
ce17976 F56A11.7
ce17975 Y116A8C.28
ce17974 F21E9.4
ce13586 DIP:26537N K04C1.5
ce13587 F23C8.5 DIP:26612N
ce13584 B0272.4 DIP:24719N
ce13585 DIP:25296N Y38H8A.2
ce13582 T05A7.7
ce13583 ZK39.7
ce13580 C34E7.3
ce13581 W06G6.12
ce3528 C36B7.6
ce3529 F58B6.3
ce9937 Y5H2A.3
ce9936 ZC477.5
ce9931 C26E6.11
ce9930 C28D4.7
ce13588 B0545.4 DIP:27090N
ce13589 Y47A7.2
ce15608 C35C5.4
ce3810 F55C5.3
ce6095 Y53G8AR.8
ce6959 DIP:24997N T03F1.1
ce13320 Y39A3A.2
ce2929 Y71G12B.20
ce2928 C04E12.10
ce2927 F14D2.9
ce2926 C52E2.4
ce2925 C26D10.5
ce2924 DIP:26865N T28C12.4
ce2923 Y57G11C.9
ce2922 H12I19.4
ce2921 F11A5.8
ce2920 Y73B3A.1
ce294 DIP:25459N C04F6.1
ce295 F59D8.1 F59D8.2
ce296 R09H10.5
ce297 C01B9.1
ce290 F56E3.3
ce291 F40F11.2 DIP:25128N
ce292 DIP:25967N F39B1.1
ce293 T01G1.1
ce13321 C44B12.2
ce298 F26A3.8
ce299 DIP:25084N F30H5.3
ce16112 F56C9.8
ce16113 T07C4.7
ce1803 C28G1.3
ce6466 C04A11.2
ce6467 C50F4.12
ce6464 AC8.3 AC8.10
ce6465 C14F11.3
ce6462 F58A6.4
ce6957 Y54E10BR.8 DIP:24809N
ce6460 T05C3.5
ce6461 F55A11.5
ce15193 Y69A2AR.13
ce1805 DIP:27119N
ce3785 F47B8.5
ce15190 DIP:26899N R03D7.6
ce15197 F49E11.9
ce15196 C34B2.5
ce6468 M03A8.4
ce6469 C33F10.7
ce11566 F02C12.4
ce11567 C35D6.10
ce11564 R05G6.4
ce11565 Y119D3A.3
ce11562 C33D9.9
ce11563 R173.1
ce11560 Y39A3A.3
ce11561 T10H4.9
ce14583 F36D4.2 DIP:27425N
ce14582 Y50E8A.8
ce19753 F16B3.2
ce19752 C39D10.9
ce14587 F39H11.1
ce19754 M02E1.3
ce11568 F54D1.3
ce11569 Y38H6C.2
ce7298 C49F8.1
ce15922 K11D12.7
ce7299 C01C4.3
ce11181 DIP:24736N C03A7.13
ce15225 K08D10.4
ce15224 F11G11.1
ce15227 Y8G1A.1
ce10614 T03D3.6
ce10613 F10A3.9
ce10612 Y73B6BL.11
ce10611 Y73B6BL.10
ce15222 T05A1.5
ce4316 F57H12.5
ce4317 ZK337.2
ce4314 F48E3.1
ce4315 W08D2.8
ce4312 Y55B1BR.1
ce7294 DIP:24350N C09G9.6
ce10619 Y116A8C.1
ce10618 T04A8.8
ce14055 Y73B6BL.9
ce14054 H31G24.3
ce19537 Y22D7AR.3
ce7295 DIP:25106N C53D6.2
ce19531 ZK849.6
ce19530 R11.4
ce14053 Y6D11A.1
ce19532 Y38H6C.4
ce7292 C02D5.1
ce18273 B0513.9
ce14059 W07E6.5
ce14058 K07G5.2
ce7293 ZK622.2
ce11690 F54C8.7
ce11691 K02A11.3
ce11692 C01H6.1
ce11693 Y6E2A.1
ce11694 K04C1.1
ce7290 C54D10.4
ce11696 C43H6.7 DIP:24538N
ce11697 B0222.6 DIP:26237N
ce11698 DIP:26442N F25B4.7
ce11699 F38A3.2 DIP:26463N
ce7291 F33D11.2
ce13325 K03H4.2
ce15920 C13G5.1
ce17599 M163.8
ce17598 C06E2.5
ce3572 ZC15.5
ce17595 F57G8.7
ce17594 T16A1.4
ce17597 C03B1.15
ce17596 E03D2.1
ce17591 C09E7.3
ce17590 F58B4.4
ce17593 Y57G7A.1
ce17592 F17H10.4
ce10808 C39H7.6
ce10809 C39B5.12
ce10802 Y71H2AM.7
ce3577 C05D11.12
ce10800 T08D2.5
ce1644 C41C4.5
ce10806 F38B7.4
ce10807 C39H7.7
ce10804 C54C8.3
ce10159 T22C1.6
ce1162 DIP:25960N T07F8.3
ce1163 B0280.12
ce1160 R12C12.1
ce1161 ZK256.1
ce1166 Y69H2.10
ce1167 F56G4.1
ce1164 H16O14.1
ce1165 DIP:25714N
ce1168 C35B8.2
ce1169 Y106G6H.12
ce2027 F26D12.1
ce1884 F23H12.5 DIP:27050N
ce3579 F36H1.3
ce10711 ZK1025.10
ce3578 C44B7.2
ce7470 C06A5.7
ce15927 DIP:24446N C08B11.9
ce10582 Y38C9B.2
ce16754 T20H12.1
ce16755 D2030.5
ce16756 F38H4.1
ce16757 R12E2.12
ce16750 M60.4
ce16751 Y97E10B.8
ce16752 F26A1.14
ce16753 F27D4.7
ce16758 W03A5.3
ce16759 W02B3.7
ce13329 F59B10.4
ce2325 C03H12.1
ce18412 Y51B9A.7
ce13244 M02B7.2
ce9668 T03D3.5
ce1786 F43G9.12
ce1787 T01C3.10
ce1784 DIP:25097N C17E4.2
ce1785 ZK1127.7 DIP:25107N
ce1782 Y41G9A.1
ce1783 F44E5.2
ce13878 C02B10.3
ce13879 F57G9.3
ce13876 F26D11.4
ce13877 B0198.2
ce13874 T26E4.6
ce13875 Y116A8C.8
ce13872 Y46D2A.2
ce13873 K01A11.3
ce13870 F26D2.13
ce13871 T08A9.3
ce14296 Y22D7AL.16
ce18462 W05H7.2
ce9348 C44E4.2
ce9349 C06A8.6
ce9346 T09E11.11
ce9347 C01B4.10 Y19D10A.13
ce9344 C45H4.13
ce9345 Y58A7A.5
ce9342 T24D1.3
ce9343 W01A8.3
ce9340 F27E5.8
ce9341 F30B5.7
ce7780 B0554.6
ce7781 F41C6.7
ce7782 T22D1.12 DIP:24564N
ce9662 T10B5.6
ce3069 C16A11.5 DIP:24781N
ce3068 F20C5.5
ce7038 B0491.1
ce7039 C56C10.7
ce3065 F52B5.5
ce3064 C47G2.4
ce3067 Y46H3C.4
ce3066 ZK637.7
ce3061 C23H5.7
ce3060 H22K11.2
ce3063 Y46C8AL.6
ce3062 Y77E11A.12
ce16343 Y116A8C.12 DIP:25237N
ce16342 F46A8.9
ce16341 ZK355.3
ce16340 K08E7.8
ce16347 DIP:26672N ZK287.8
ce16346 DIP:25855N Y38F2AL.2
ce16345 DIP:25587N W09C5.8
ce16344 DIP:25422N
ce3103 C18A11.7 DIP:27134N
ce16349 DIP:27289N ZK856.11
ce16348 DIP:27036N
ce6929 R05D3.3
ce6928 C11H1.9
ce6923 Y19D10A.8
ce6922 C01G10.10
ce6921 Y57G11C.42
ce6920 F16B4.1
ce6927 Y65B4A.9
ce6926 Y65B4A.2
ce6925 Y47G6A.27
ce6924 Y69E1A.7
ce579 B0523.5
ce578 ZK899.8
ce9168 C50H11.4
ce9169 T28A8.2
ce2997 T02B11.7
ce571 T23F1.5
ce570 Y47G6A.12 DIP:25482N
ce573 F30A10.10
ce572 F56A11.1
ce575 ZK897.1
ce574 Y47D3A.26
ce577 C42C1.4 DIP:26155N
ce576 F01G4.3
ce3209 F45E1.5
ce3208 Y76A2B.6
ce7258 C33G3.3
ce7259 C40H5.5
ce1883 DIP:25008N Y79H2A.11
ce3201 C48D1.1
ce3200 F58G6.5
ce3203 C01F1.3
ce3202 K02F3.12
ce3205 C43E11.8 DIP:25209N
ce3204 R02F11.4 DIP:24518N
ce3207 M01A10.4
ce3206 ZK792.5
ce2991 F14D12.5
ce7410 ZK6.7
ce14619 F01D4.5
ce14618 F38A1.1
ce12485 C04G2.7
ce14613 F58G1.4
ce14612 F22B5.6
ce14611 C30H6.1
ce14610 F32B6.4
ce14617 Y106G6E.3
ce14616 C34F11.8
ce14615 R11D1.9
ce14614 F26H9.4
ce17273 T27D12.3
ce16967 K02F3.9
ce16966 T24A6.19
ce16965 F58G6.9
