F1PX62	F1MZA9	D3ZV26	A2BED8	Q96II8
E2RD85	O02691	A0A0G2K2M9	Q64213	Q9NPA0
E2RRF8	G1K1X0	A0A0G2JWZ8	Q6P549	Q03701
F1PNT0	F1N6W2	A0A0G2JTX9	Q8BL03	P28562
E2RBD1	F6RSR1	G3V852	P20108	Q96G21
J9NXT9	Q5E9F9	Q9JJ54	P67778	Q86UT2
F1PRH7	Q3ZBG5	P62919	P09103	P31689
J9NXM5	E1BKC5	P01946	G5E891	Q9BZE7
B2CPZ8	A3KMV3	O55173	P62500	Q6TCH4
F1P7G0	Q0VCR4	Q76MV3	P56389	Q9Y234
F1PRT9	A6QPQ9	G3V9V2	Q91Z92	Q6P656
E2QZZ2	Q56K14	A0A0G2KB98	Q9DB77	Q9UMX5
E2R771	A7Z014	P60825	Q99JY0	P01036
F1PYW3	E1BQ32	P63086	E9Q0B8	Q8IYT3
F1PI91	A4IFN6	B2GV96	Q6GQR8	Q15828
F1P667	F1MLG2	A0A0G2K3D4	Q7TT28	Q07108
F6X9E9	E1BEQ0	Q6PW51	Q8R205	A8K900
E2QXJ1	E1B7K8	G3V830	Q3UHB8	Q99543
F1PJI1	F1MZ35	M0R5F5	F8WJF7	O00418
F1PB66	F1MGM4	F1M1X9	Q6P1F6	O95685
E2RFR8	E1BNN0	Q5U2N2	Q8CGK3	P14373
E2RIL2	F1MQB9	P20689	P55104	P49716
F1Q2Y3	E1BMW2	O35244	Q9R0E2	Q9BRR6
E2RFM3	F1MI44	D4A956	Q9DB32	Q8IZU3
J9NYA0	E1BLA5	D3ZGJ1	C6KI89	Q9H490
P27597	A4FV44	Q5BK64	D3Z286	O94992
J9P7N4	E1BA41	B5DFG8	Q8C0M9	Q5JS37
Q9TV56	G3N061	Q499P2	Q91V77	Q7RTV0
F1PYM2	F1MBS3	D3ZT56	Q9D7I8	Q5SQH8
F1PL97	A0A140T856	A0A0G2KAM8	Q9D0D4	Q3LIB4
F1P7L6	F1MCQ7	P60517	P53996	Q9NS75
F1PNJ5	E1BIA9	F1M241	Q99LH8	Q6ZTW0
J9P7Y9	E1BCK7	P62986	A0A087WSP5	Q14393
E2R6N6	A3KMV2	Q3KR94	P63168	Q66K74
E2RP26	G3X7G4	G3V9N8	P17156	Q7Z7B1
E2RPG1	Q0P564	G3V804	Q99J83	Q96D53
E2RN92	F1MIT2	Q4QR75	E9Q3P4	O75689
E2R3U6	Q32LJ0	Q8VHZ8	Q8VCA0	Q0VGM3
E2RP92	E1BFB4	A0A0G2K427	O88342	O00180
F1PUT6	F1MTC2	F1LQC8	Q8CIE6	Q5T3J3
J9P0L5	E1BEP6	F1M6X3	Q31163	Q9Y210
F1PSC8	A5D7I1	P29067	Q9Z2V5	Q08211
E2RI85	G3N1I7	D3ZA38	O35664	Q8IYS2
F1PCH0	G3N3V9	B2GV89	Q8CDI7	Q6PI48
E2R009	F1MC76	G3V945	A0A0R4J0C6	P32856
E2RCI9	E1BMG4	Q9JMD2	Q99K74	P56851
F1PHE7	F1N6V7	A0A0G2JXN0	Q9DCL8	Q6UXK5
J9P5B5	E1B8Z0	Q9WVB1	P63094	Q96DX5
J9NYY2	Q3ZBH9	D4A543	Q9DBE9	O43613
J9P4Q0	F1N3Q1	Q5PQS0	E9PUM9	P33032
F1PK89	E1BLZ0	D4ACL2	Q9R1E6	Q96BP3
F1Q1I1	G3N2Y1	P51796	Q2YDW2	Q6ZVW3
E2QRU9	A3KN07	F1LSG4	Q99M28	P18859
F1PNY7	A1A4R9	F1LMV8	P70677	Q66LE6
E2R073	E1BBI5	A0A0G2JZ34	Q8BVU9	Q9BSY9
E2R5L4	G3N3E0	Q9ERR2	Q3UFQ5	Q14593
A0A140T8E6	Q5E956	B5DFB2	O35326	Q12774
E2RF98	F1MX88	Q63355	Q9CW03	Q9H1K0
E2RPS0	E1BM06	Q6BDS1	Q9CZ96	Q8WWW8
F1Q0M3	E1BM65	P43527	E9PYL9	Q9NS84
J9P5D7	E1BJV0	A0A140UHX3	Q9CR68	P43116
E2R084	G3N0Y2	F1LPR7	P97792	Q8N4F0
E2QSM2	E1BKP0	F1LY77	Q8BGC4	P41145
E2RIQ8	F1MK30	P62246	P08113	P61764
F1PRE6	Q3B7L9	M0RCX2	F6ZDS4	Q9BVC6
E2RQ42	Q5E988	Q07014	Q6A078	Q9UPT5
J9PB31	F1MQC1	P53042	P42230	Q9HAV0
E2RCR6	A7MBG9	D4A031	Q9JHS4	Q96I30
J9P4V2	E1BD74	A0A0G2K087	O89096	Q9NYU1
E2QTT7	F1N7H0	D3ZJ54	P62880	Q12789
F1Q3M8	E1BN63	D3ZQG8	Q3UZG4	Q9NVU7
E2QWU2	E1B847	Q9QXQ0	Q9CU62	P52735
E2RMP3	A1A4R8	F1LPA4	P35438	Q9P2S5
F1PQQ6	A0JNJ4	Q5RKG5	P54310	P52566
F1PY54	F1N0Z5	Q6P6G4	Q61704	Q6P2C6
E2R434	F1MG06	D3ZAS8	P08249	Q8WUD1
J9PAE7	E1BCC9	P31977	K3W4R5	P51649
E2R7G5	F1MSB5	B0BNJ1	Q9JLJ0	Q8IWZ3
A0A0A0MPB6	A1L528	D4A6J0	Q9ERI5	Q96JF0
F1PAA9	Q9XSB5	P29534	P02340	Q8WUT9
J9P111	Q0VD50	G3V7L2	Q80TE0	P48048
E2R7J0	E1BAL2	D3ZHG3	Q9Z0F8	Q8ND61
J9P3M3	F1MQ65	F1M1D2	P10417	P04085
E2R5E2	F1N586	P70645	Q9Z2D2	Q9NPI9
E2R9T4	G3MX56	D3ZTY9	P41105	Q8N966
E2RN54	F1MN39	D4A204	P22599	Q9HCL0
E2R3Q7	E1BF09	F1MA15	A2AAJ9	P26678
E2R1J6	E1B925	A0A0U1RRU5	P61255	Q7Z3E5
E2R968	F1N342	A0A0G2K4I3	Q8R367	P33261
F1Q237	Q9BGI3	F1LP34	Q61699	P07585
G1K2B9	Q0VC33	D3ZVG1	Q60847	Q15306
F1PQA5	F1MT25	Q56R20	Q9D554	P52948
F1P7T7	F1MM95	Q9JK64	Q80XH1	O15451
J9P7E5	F6PXY2	D4A6Y1	Q9Z0Y1	Q00059
J9NZI0	Q2M2S2	D3ZAN4	Q9Z0M5	Q8WU90
F1PUW6	E1BDX8	P55063	P62245	Q3MIS6
F1PLJ9	Q3T122	A0A0G2K9D6	Q8K224	Q03924
F1PT92	F1MYC9	Q6IRH6	Q8VIJ6	Q9NPY3
E2RBI7	Q3SZV0	Q9ERM8	Q8BKB2	P62158
E2R9V0	Q2KJJ0	A0A0H2UHS7	P62320	Q9HD47
F1P7G6	F6R7H1	M0RE13	Q5Y5T1	Q8IVW1
E2RIG0	A4IFD1	Q6AYK3	Q8BWD8	O95299
F1PE49	E1BPV8	A0A0H2UHK9	Q61979	P55103
F1PX99	F1N6R4	Q66H24	Q920R6	Q9UQ03
F1PML0	G3MYD5	F1LNF7	Q9DCG9	P52630
E2R0L0	E1BNE3	A1YKY4	Q8BIX0	Q8WW52
E2RP40	E1BCR3	D3ZZY7	P43135	I6L9E7
E2RCF7	E1BNY9	Q6XVN8	P23804	Q96S97
E2QXP2	F1N083	Q5I0G4	O35455	Q6ZUS5
F1P818	F6Q9X9	G3V9C0	Q922D8	Q8TCQ1
E2R7W3	Q08DT0	D3ZEM0	Q8C079	O60361
J9P287	F1N2F9	A0A0G2K8N9	Q9D8M4	Q15493
E2RQ81	P63243	A0A0G2K970	P68369	P29762
E2QYW2	A1XG22	B2RYJ3	P14142	Q9NY12
F1PDW1	F1MM05	P21932	Q8CIA5	Q9Y5G4
F6X7L0	E1BAK5	A0A0G2K9T1	Q9CY97	Q9NWU1
E2RIA5	F1MNT9	F1M1F1	Q8BV49	Q96M89
E2RJE8	Q2HJH3	D4ACJ3	Q68FE6	Q59GA2
J9P2C2	F1MYV6	F1LLX6	Q8CIG9	Q9BS86
E2QSF2	E1BNK0	D4ACP3	Q91YP6	Q9H0Q0
E2RJ89	F1MXX0	A0A0G2JSH5	Q6P5B0	Q9HAY2
E2RTC5	O46629	M0RB65	P16627	Q9Y3F4
F1PNP7	Q2T9Z5	A0A0H2UHL7	G3X8Z7	Q96JJ6
L7N050	Q3T0G8	P35439	P39428	Q9H112
E2RR65	F1MLP3	E9PU17	Q50L43	Q96LW7
J9P3Z7	Q3T0N9	P62907	Q6PHQ9	P41180
E2RKW1	A5D7V3	G3V6Z8	Q9CQD0	O75444
J9P4X3	Q3SZ40	D3ZZZ9	Q9WVF7	Q8N1W1
J9NYH7	A6QLV3	F7ENQ2	Q99LC8	Q8WYH8
E2QWF1	A6QLG5	Q68FR6	Q03265	P36578
F1PJX6	A6QP37	P20942	Q9QUK0	Q9Y5G3
E2QV27	A0A096P6K4	D4A8S5	P69566	Q5FWE3
E2R3X6	Q4TVR5	G3V9D1	Q9JHS3	Q9UNU6
J9NX43	E1B8Z4	Q642G4	Q8BTF7	Q15067
E2RL81	A0A140T861	F1LVA8	O08586	Q8WYE5
F6UMF1	Q32PH8	B0BNE2	B2RS19	Q9Y6W5
E2RJ26	E1BKU2	Q5XIC6	P63276	P02792
F1PIQ9	Q08DN4	Q63768	Q9D483	P13010
F6XH37	A0JN69	Q5FVI9	A2ACQ1	Q9H9L7
E2RCH6	E1BPQ8	P07335	P57780	P08684
F1Q1I2	F1MDV3	G3V6M6	Q01098	Q12923
E2RDP1	F1MUU5	D3ZIA9	Q5EC55	O00478
E2QRS2	E1BM91	D3ZNK1	Q5RKY4	Q9H013
F1PIC7	G8JKV5	Q6AZ64	Q61881	Q9H7H0
E2RMS9	G3X7C0	Q5PPJ6	Q8CI11	Q8TE68
F1P7V6	E1BK34	D4A3K5	Q8R035	O14920
F1PFC6	Q0VD16	D3ZAZ0	Q4FE56	Q7L7X3
E2QY27	P07552	P47742	Q91WW6	P36980
E2RST4	Q58DA0	F1M155	Q99N57	O43240
F1PEI2	A7YW98	Q4KM65	Q8BFY9	E9PRG8
Q5U820	E1BMI8	Q66H76	Q61539	Q9C000
F6Y625	F1MEB8	Q5BJM7	Q9CZP6	Q9NQZ3
E2R6R6	F1MKA1	D3ZTT7	Q8CJF7	O60518
J9JHR4	E1BLQ5	F1M3F2	P24161	P19484
J9NYC6	Q58DU8	O35359	O35565	Q86SQ4
E2RLD7	A0JNE9	M0R9T2	A0A0R4J0I9	Q5RL73
J9P5Y9	E1BJ31	P59215	Q6PD26	Q9BRR9
E2RT23	F1MYV8	D3ZWE0	E9PYG6	P61587
F6UUI0	A4Z945	Q6AYQ4	F8VPP8	Q93070
J9P5P2	F1N6Y7	P32577	Q8CGF7	Q9H361
F1PRD1	Q58DU5	Q8VBU7	O35593	O76014
E2RKW5	Q3T116	D4ACW1	P23116	O95861
E2QRT8	F1N2E6	D4A426	Q5NCS9	Q15434
E2RQ08	F1MDU7	F1M5A9	P60843	Q5JNZ3
E2R655	F1MJ56	P13803	Q9JIX8	P58166
E2R2V0	F1MH06	D4A7D3	P81270	P42167
F1PWZ5	Q32LM8	F1M972	Q3V157	A0A087WZU1
J9P2H3	P23356	F1LPK7	E9QNX9	O95678
E2R9R8	P11966	H9KVE3	Q8VHX6	Q9BTT0
F1PFK6	E1BIX5	Q562C2	Q6ZQ58	Q9Y566
E2R9L4	G3X7P3	F1LU97	Q9Z1S0	Q9UKE5
E2RH48	F1MFD5	G3V7L6	Q8VDJ3	Q9HC74
E2RP71	F1MLV1	G3V681	Q99LX0	Q92784
J9P229	Q3SWX2	G3V8R0	Q3UMG5	Q8NEZ3
E2RJ94	Q08DZ2	F1LT49	Q9Z2Q2	Q9Y2Q5
E2R1Q3	A6QNX1	D3ZJI6	Q6NZK5	P45378
E2RML9	Q5EA68	B1WC25	Q8BJ71	Q9UKX7
F1PFG6	E1BKX7	Q9JHX4	Q8JZU2	Q92614
E2RJA8	F1N238	B0BN63	Q99ME9	Q6P9G9
E2RQG6	E1B932	F1M8H7	P08122	Q92963
E2RDF9	Q3T0S7	G3V679	Q9QXX4	Q6NXT3
E2QX24	P35705	A0A0G2JXT8	P70318	Q13183
E2RJ38	F1MKJ5	A0A0G2JZJ0	Q80YN3	Q6ISB3
F1PKC5	Q17QJ3	F1M0V4	Q8BFY6	O43182
E2R261	Q3ZBJ1	Q62936	P84089	Q9P218
F1P660	E1BCI2	F1M4I4	O08992	Q14677
E2RLL6	F1N4K5	F1LQT9	Q9JLN9	Q9UMW8
E2RNH5	A6QPK5	Q6Q0N1	P63139	P20851
F1PGD7	G3MXJ7	Q5XHZ0	P35550	Q6P6B1
F6Y5R7	F1N371	D3ZXF9	Q8BMJ2	P12838
F1PSR3	Q2KJ44	D3ZUV3	Q8K2T8	Q7Z7K6
J9JHH7	Q0IIE2	G3V8S2	Q8JZM7	P61073
F1PXA0	F1N3F1	Q6AYA5	P13705	Q4G176
F1PC12	Q3SZM3	Q5U2X5	P59325	O60732
J9P3U0	P60712	Q6MG30	E9QL79	Q3LRH8
F1Q0Z0	E1BPL3	F1M7W7	Q7TSI3	Q5TGL8
F1PBV3	F1MZK4	P70550	Q14C51	Q96FJ0
F1PAZ4	F1MIL2	G3V9X1	Q78DX7	P28290
F1PRN4	G3N2U0	Q66MH4	A0A0R4J036	O60285
E2RE14	F1N1F5	P34064	Q9DAY4	Q9NQU5
E2RE73	Q05KJ0	A0A0G2K700	Q9QZL0	Q16186
F1PLV2	E1BGE5	G3V6L8	Q99MU3	P16562
E2R7V6	G3MZU4	G3V9T0	P27577	Q8WTS1
E2R703	A6QR21	D3ZRN5	P10922	P46976
F1PTF2	Q4PL64	M0R6T8	Q6GQU2	P49863
F1P620	E1BKT9	F1LM55	P40142	P51970
F1PRC5	P02722	Q66HP1	P30280	Q9UNS1
E2RKS0	F1MS30	D4ACM6	Q8K183	Q76LX8
F1PCD8	F2Z4D5	D4ADZ6	Q9Z1P8	O60256
F1P9J3	A5D7D9	F1LNF1	P25206	Q8NHS1
E2R9E3	F1MNG3	D3ZJT1	A6PWY4	P10155
E2QYK5	Q5E997	Q6NX65	G3UWR8	O43707
A1XD97	F1MTS8	Q68FX0	Q9DCJ5	Q06828
E2R5N5	Q2KJ71	G3V8U9	P62858	Q8N1G1
F1PH16	Q0VCJ5	D3ZHG7	Q9JLM4	P57088
F1Q0S2	G5E5F9	D3ZH31	Q3U1V8	Q92890
E2QRQ8	Q3T0P6	Q4KM38	Q8K284	B4DLD4
J9P8E9	F1MN93	F1LP66	P97760	Q96IZ0
E2RCV3	P40293	D3Z8E0	F7DDS0	Q8N6F7
F1PBQ5	G3N1L4	F1LM28	O88413	Q96G30
E2R3R3	A6H720	D4ACX5	A0A0R4J1W7	Q92887
F1Q147	E1BC59	P15865	P55096	Q6PD74
J9NU10	F1MBQ8	Q7TP47	Q9D8E6	Q8NHE4
F1P624	A7MBJ5	A0A0G2JTP3	Q8VE73	O75147
E2RET1	G3MYH4	Q9R019	Q8BHD7	Q96ET8
F1Q2M3	E1BC93	F1M4J0	Q8JZQ9	P48645
E2QX76	A5PJG9	Q5RKH0	Q9D2E2	O75688
F1PQZ7	F1MQ18	D4A414	Q9D2G2	Q9C0G0
E2RGG6	A7E323	P23514	P24369	Q9BPZ3
F1PEL7	A6QLV0	B2RYL8	Q8BH95	P41227
F1P835	F1N1K1	D3ZYP9	Q9D385	Q9BX63
E2R6E4	F1MDD9	D3ZDD7	A2AH22	P00395
J9NW59	G3X6S2	P02803	Q3UEW6	Q8N1N0
E2R4C7	F1N1S1	O35821	Q8CAQ8	Q9UKF2
J9NW96	E1BAT3	Q6MG13	P56546	Q09013
F6X7T6	A6QQD2	Q9JKB0	Q8BRH0	Q5VZ03
J9NZF4	A5PJU0	Q63116	Q3U0K8	Q93079
F2Z4P9	G8JL06	A0A0G2JU33	Q9EPU4	P07942
F1PXM5	E1BCF0	A0A0G2KBB9	Q9QUM4	Q8TBN0
E2RPE2	E1B8K0	F1LN29	Q8CCM6	B5BUB1
F1PCU1	F1N619	F2Z3T9	P49312	P09960
F1PMX4	F1N3A6	A0A0G2K9Y9	Q80TH2	P60903
F6V8G4	F1MUF1	Q63413	Q80X90	Q9H158
J9P601	F1MI47	B4F778	Q3UJB0	Q9ULX9
E2RMF7	F1MSX4	D3ZUL8	Q8CD92	Q8NGN1
F1PPT8	F1MFX5	Q62600	Q8K013	Q96CP2
F1PGY9	Q2T9S0	A0A140TAD2	Q9WUD1	P51668
F1Q3M7	Q0VCY8	D3ZS50	Q8CDD8	P0CL82
F1Q118	Q06599	Q06486	Q9JK24	Q7Z5R6
F1PR81	A8E4L1	Q4FZU0	Q8K192	P16402
E2RCX4	O18971	A0A140TAA4	P05784	Q5T4B2
E2R220	F1MHX1	D3ZYD7	Q3UKJ7	Q16082
F1PE28	E1B8N6	Q5BJS0	P17751	Q96RU3
F1PQE0	E1BG09	D3ZWQ0	Q8VC33	Q8TAI7
E2RJF6	E1BAN8	A0A0H2UHE5	Q9QYA2	P11362
E2R302	E1BB21	P50430	Q9WUM5	Q16083
E2RDP8	F1MCG4	B2RYP3	P28293	Q13021
F1P666	Q2KIA5	F2Z3T0	Q9D8W5	P13639
F1PFZ7	F1MRD4	D3ZDK2	A2APB8	Q8NHH9
F1PV51	F1N642	D3ZRL6	P41209	Q53HL2
E2QZT6	Q2TBV6	D3ZR64	Q91X85	P49184
J9NTC4	P31408	Q6AXT0	Q9R0P5	Q14693
F6XMP7	A7E3W2	D4A4A8	Q9ESU6	Q13683
F1PMB5	G3N139	A0A0G2K139	Q6NXK5	Q86YN6
J9NSE8	F1MAV4	Q6P9V9	P52927	P08670
F1PN11	Q5E9Q7	Q32Q86	Q0P678	P38159
E2RSD7	F1MDC1	D3ZW15	Q9D666	P51114
F1P8A9	Q6XUI1	Q5RK10	O08901	Q02509
J9NYR5	Q58DS3	D3ZMB0	O55038	Q9UHC9
E2RQL0	A6QPI2	F1LNG8	Q9CZY3	Q9P215
F1PLN6	G3X7R1	P15337	Q9DC51	Q8N1G4
J9P5Z1	E1B9H3	A0A0G2QC38	Q91YW3	Q9H2S1
F1PUK4	F1N6D5	Q3MHS9	P63087	P51116
F1P9Q2	A5D7D1	D4AE75	Q91VD9	Q14CZ0
F1P737	F1MPG0	Q5BK32	P04104	Q15120
E2RMB9	Q3T0G3	F7ENH8	Q9Z0H3	Q5T2W1
J9P0X8	F1MSI1	Q6TA25	A0A0X1KG67	O75364
J9P3L9	F1MBD8	Q497B2	Q5YD48	Q9NS66
E2QWW9	E1BPS4	Q6MFX9	Q0VAV1	P61972
F1P8X5	F1MCZ2	F1LSW6	Q91XL9	O14901
E2RMR3	F1MMD5	M0R3M4	P80315	Q8IYM2
E2RJB0	A5D7K0	Q5U2R7	Q80YR2	Q96JJ3
J9P4H4	F1MI60	F1M7Y5	Q9CWF2	Q9C005
J9P6I6	F1MHF7	F1LWY1	Q3U1C4	Q9H0E9
E2QZY3	G3N2V2	Q4KLK8	P21661	Q6ZNH5
E2R4Q3	F1MDL2	D4A0J4	Q9DBB1	O14977
F1PWS5	A4IFF0	G3V8W4	A0A0R4J0G4	Q8NC67
E2QZR3	F1MJH8	Q03410	Q5DTI8	Q9HC10
E2RP12	E1BJ01	A0A0G2JYC9	Q9D9T0	Q9BXJ1
F1PMJ2	Q2HJ49	G3V6U4	Q9JLI8	Q86WR0
J9JHA3	Q5E9F1	Q64559	P08032	Q5JU69
F1PDI6	F2Z4H8	F1LST4	P25119	Q99895
J9P6K0	A7MB74	B1WC65	Q8BYR2	Q9H9G7
J9NVT8	E1BG78	P52020	Q9CPR4	Q6P1A2
E2QWG8	A6QQS0	F1LMV3	Q5SW75	P01344
E2RHE8	G3N1V4	D3ZXY4	Q8R5B8	Q8WWA1
E2RQ87	Q0P5G4	B2RYB1	Q9D819	Q7Z6W7
J9P550	P82925	Q66HA5	P23798	Q96M86
F1PGU1	E1BCI6	P58751	Q8BMC1	Q5T848
E2RTC7	E1B9U5	P60042	Q8BSD4	Q6GPH6
E2RNB0	Q0IIF3	P11345	Q8VI36	O15460
E2RK00	Q0VCD2	D3ZB71	Q9QUI0	Q8WVF5
E2RLL2	Q3B7M5	Q8CGU6	Q9DCD2	Q86UP4
F6V4T0	P04836	D3ZQE3	Q9EQC8	Q7L5A3
E2RFV4	Q2HJ33	F1LSS1	Q6NS46	Q9NPC8
J9NWK5	Q1RMT1	A0A0G2K2V2	Q99L47	Q9NVR7
F1PG95	E1BDU0	P04182	Q9ER67	Q9GZZ7
F1PY42	Q1RMU3	D3ZA93	Q68FM7	Q9UI30
E2R7R1	E1B8M1	D3ZPF2	A2A699	O00559
F1PDI8	Q0IIJ2	B4F7A7	Q7M6Y3	Q06495
E2QY08	E1BPX9	Q66HA8	E9Q557	Q14990
Q9MZT1	Q0P5E3	P29266	Q8K0C5	Q9Y2D0
E2RA48	Q3SZ00	Q5RJR9	Q6NV83	Q6ZUT3
F1PV98	E1BK92	Q68FS7	Q8BIQ7	Q8NE62
F6V9N0	Q3T112	B5DF05	Q3U2X6	Q96HR8
E2RPY6	F1N593	F1LMI1	A2ARI4	P06746
F1PQV7	P54149	Q80W90	Q80XD8	Q96T37
F1PZH9	E1BB89	D3ZSZ1	A0A0R4J017	Q6P5X5
E2R151	E1B7H3	D4A0V7	Q3U1G4	P34972
F1Q003	Q29RS3	Q4KLL0	E9PUK6	Q10567
F1PDT7	A6QL85	Q6AYH5	Q543V3	Q9NYF3
F1PLF8	A6QR26	D4A532	P41216	Q9NS85
F1Q3A2	F1MZD3	P97837	Q3TQN1	Q9Y2H2
E2QZR7	P11181	Q4V899	Q99K01	Q9NSB8
F1PHP1	Q2TBX5	Q63483	Q791V5	P01037
F6ULR2	A4IFJ8	A0A096MKC0	Q9CWX9	Q4VNC1
J9NZB1	G3X798	A0A0G2K7P9	Q3TTF2	Q29963
E2R792	Q3ZC13	Q5XHY0	Q6NZJ6	Q15628
E2R0N6	E1BIN3	P35364	Q6ZWS4	Q13474
F1PLR0	F1MWR8	E9PT66	P63038	Q9H900
F1PHY1	F1MIH9	D3ZPA1	P47857	Q9UJ68
F1PZ90	F6Q3P6	Q4G009	P49769	Q9C0E2
F1PYL5	F1N3G2	D3ZPL1	Q9Z1N5	Q76EJ3
F1P6M9	A1A4Q8	A0A0G2K897	O89053	P55087
E2REA4	F1MX59	Q7TP21	Q80TQ2	Q8IWJ2
F1PN64	F1N7B9	F1M7X4	O70201	P49815
E2R5A4	F1N1H1	A0A0G2K9U9	Q99KU1	Q5SSQ6
F1PCG4	Q32L87	G3V8T9	O08663	P10619
F1Q2Z4	P79103	C0JPT7	Q07832	Q29960
E2RIP4	A0JNM0	D4AEG0	E9PXB2	Q32Q52
E2RA65	P11456	A2VD15	D6RH62	Q9NW05
E2R8D5	Q3SYU1	Q6P6T3	Q9D1Q6	Q8N4C8
E2RI49	Q9TU23	Q925B5	E9PYI4	Q7RTS7
E2R4I0	P60661	A0A0G2JVH4	Q9WUK4	O75387
E2QWH3	F1MVZ3	Q62805	Q9ESH4	P28906
E2RIU0	F1MBN7	A0A0G2JSL4	Q9JK92	O75179
F1P9D4	F1MJ55	A0A0G2K5G8	F6SEU4	Q9BUJ0
E2RBP8	F1N0T5	A0A0G2K0J4	A1L317	P03989
F1P6Q0	Q2KJH7	P09117	Q9D0R8	Q6ZMJ2
J9P1R3	F1N7Q7	Q68FW3	P55088	A2PYH4
E2RSK8	E1BLB3	Q63666	Q8BH88	Q8WLS4
F1PEA6	F2Z4C1	F1LQH2	P25799	P33121
E2QY94	F1MZY9	D4A3A9	Q6NXH3	A6NK53
P18067	F1MWG7	Q5FAQ9	P62915	Q9BQE4
E2QZ61	G3N091	O35147	O09110	Q7Z398
F1Q1V0	E1BE92	Q4G061	Q6ZWN5	Q9H0B3
F1P7B0	F1MEF6	F1LM64	P29477	Q96MF6
F1PGY4	E1BEG2	G3V781	P99027	Q96NR8
F1PWD8	F1MEX9	Q6MG48	A2BE28	Q8NEC7
L7N0B2	G3N0V2	D3ZVN8	Z4YL78	Q14982
E2R420	F1N6U5	A0A0G2JZX5	P58929	Q59EB3
J9NVC6	G3X7S1	O88902	Q810B8	Q14654
F1PAY3	A6H742	Q63068	Q8BNV1	Q6ZW61
E2R9D7	F1MTR3	A0A140UHX0	Q8BTW9	Q9Y5K2
E2QWU4	A0A140T849	Q5XII5	Q60636	P36507
F1PDT4	G3MZI7	D3ZX82	Q64339	Q9P0K7
F1P8U8	F1MQB8	Q4QRB4	P62281	Q9Y421
E2R089	F1N6Y2	D4A8C6	Q08091	Q9HD89
F1PQC0	G3X7G8	D3ZLK9	Q8K370	I6L957
F1Q1H3	G3MYN7	Q641W4	Q8BFZ9	Q9NTI5
F1PXK3	F1MC71	A0A0G2K756	Q920B9	Q9NQ48
E2RG86	E1BPK6	G3V8F5	Q9CWK3	P53420
F6V9R9	G3N387	F1LQR5	Q80X41	Q96CW9
F1PHH4	F1MSD2	A0A0G2K6Z8	P63017	Q6PKC3
E2RNL3	Q5E9D3	Q4KLJ3	Q5SYD0	Q96CE8
F1PG59	Q7YRQ5	Q6MGC3	Q810V0	Q13596
E2QXT4	E1BNB4	Q4KM91	Q8VHI5	Q9H808
E2R9F8	F1MNN6	P11475	P68033	Q05519
J9NTA2	F1MBS5	D4A3S8	Q61216	Q14254
F1PXP9	Q0P5N4	D4A2G4	Q91W36	Q86SE9
F6XMH3	F1MP10	Q9Z0V5	P00405	P09669
E2REJ7	E1BPB3	D3ZGN0	Q3UPL0	Q969S8
J9NS88	F1MGA6	D4ADE4	Q8BI79	Q9H0H5
F1PU02	F1MYU1	Q32PX2	Q03963	Q9Y698
F1PX67	Q8SPJ1	D3ZFT1	Q99L45	P15514
F1PL57	F1MT45	A0A0H2UHP0	Q923J1	P36941
E2RHV6	E1BKY4	Q925Q9	P00184	Q99697
E2RLQ8	Q2PC20	D3Z8K5	Q8R3J4	Q96PJ5
E2RPE5	Q5E9S2	D4A1P2	P57784	P22532
E2RPU6	E1B9U1	D3ZVR6	A0A0G2JG11	Q7L3V2
F1PR26	F1MQ89	D4A0Z7	P31254	Q8TCW7
J9P0Z6	F1N420	A0A0G2JWW8	Q4VA53	P29323
F1PDA7	A1A4H6	Q496Z0	Q3UQ44	Q8N961
E2R775	Q32PI6	B1H269	Q9DCC8	Q8TAB7
F1PC17	F1MBM6	B0BNA8	P70335	O95859
E2QY19	F1MV68	M0R3S6	Q61412	Q502X0
F1PS69	Q3SYW9	E9PST5	Q60716	Q01201
F1PLU5	G5E589	D4ADM8	Q9R0B9	Q86TG1
F6XKL7	E1BD02	Q59IV8	P39688	P31941
E2R8E9	F1MPF0	F1M5A4	Q8BVQ5	Q9NZM4
J9NTS2	F1MG07	F1LRC6	Q6NV99	Q9Y2W2
F1Q2J4	Q2KJ54	A0A0G2K2E2	Q71B07	Q15077
E2RHR4	A2VDN8	P62944	P27870	O94923
E2RK91	Q2HJ40	D3ZRX1	F8VPV0	O95159
E2RLB8	F1MGC0	D3Z840	Q65Z40	O14548
F1P6X5	F1N5P2	D4A1S9	P31996	Q96MP5
E2RSI6	P05631	Q4FZS2	A0A286YCY4	Q9Y584
E2QWT1	Q6H8M7	D4A304	Q8BUH8	A0A024RC46
E2RHY4	F1MAZ8	Q641X2	Q9D1P0	P36888
E2QYJ5	Q3SWY4	A0A0G2KAE3	A2ACT7	Q6P1R3
J9P681	Q1JQD9	A0A0G2K030	Q91VL8	P51861
E2RA10	G3N0W8	P50115	P59326	Q8N339
E2RSX9	F1N0J3	D3ZPM4	Q9CT17	Q9NRS4
E2RJV2	Q2KHZ0	D4AEK4	Q6NZK8	P02689
E2QZG2	Q2TBQ5	Q99J82	Q9QUM9	P62753
F1PSC2	F1MYP4	P39052	Q9CQD1	Q8TD30
E2R0I8	A5PJJ8	A0A0G2JYU6	Q9CY46	Q96AT1
